id,count
0,89.3885
1,259.931
2,104.518
4,33.453
5,139.61066666666667
10,123.054
11,244.735
12,379.301
15,46.725
17,193.454
18,294.733
23,241.139
25,144.456
26,45.727
31,194.275
39,128.061
40,29.492
41,212.754
42,390.024
43,137.138
51,178.149
52,102.798
54,17.691
60,127.637
61,154.184
62,99.86003571428571
63,25.425
65,89.444
66,123.42175
68,187.228
71,97.81
80,31.734
82,67.566
94,141.712
98,244.665
101,40.522
102,157.06
107,159.682
112,252.967
113,99.376
115,59.204
116,109.34
120,161.995
121,46.013
122,320.892
132,205.9882
143,101.933
147,59.35
150,15.627
151,92.442
152,205.663
153,95.567
155,190.953
156,148.084
159,159.037
161,125.64
163,44.843
177,151.694
186,19.023
188,17.574900000000003
190,105.055
191,87.812
192,280.803
195,304.489
200,139.339
209,318.679
210,16.684666666666665
211,219.326
214,226.9399
215,25.921
218,105.915
219,31.318
222,175.191
225,16.983
228,316.655
236,167.92
241,38.882
242,234.476
243,155.272
245,16.45916666666667
247,251.559
251,169.953
252,77.149
253,85.773
254,93.247
258,306.533
260,50.369
261,147.492
265,86.094
266,281.158
267,326.771
269,168.596
270,63.366
275,97.34125
278,45.481
279,95.174
286,104.895
287,27.449
288,237.9184
289,135.333
293,19.0
294,181.224
297,44.996
302,127.06325
303,91.256
304,114.145
307,101.08282142857144
309,16.924533333333336
311,159.995
312,152.856
314,198.664
315,177.371
319,135.3791666666667
322,108.955
323,53.992
325,149.188
327,242.196
330,46.074
332,172.168
333,16.447766666666666
338,100.51
341,105.197
345,216.731
348,124.323
349,44.43
350,125.151
352,54.975
355,20.124
356,174.291
358,62.307
363,149.204
369,126.489
371,19.069
372,142.365
375,300.175
380,140.726
388,32.651
391,145.358
392,278.924
393,368.95
394,227.669
396,27.302
401,39.831
407,94.659
409,96.323
410,125.27475
416,128.259
418,126.229
420,149.284
421,211.513
422,138.135
424,293.769
428,373.773
429,243.781
431,222.02366666666666
435,21.307
439,107.779
441,19.394
447,84.465
449,214.953
451,177.7
452,16.2746
454,209.506
458,241.026
463,146.84
467,15.836766666666666
470,288.44
471,145.7555
474,285.876
478,13.823
483,126.499
484,177.988
485,95.585
486,142.132
491,100.37307142857144
494,90.16
495,255.107
497,223.03966666666665
499,231.092
515,135.552
518,201.117
521,214.444
525,153.11
529,254.792
532,140.335
534,87.096
540,82.697
544,317.029
547,141.803
549,33.087
563,45.792
564,154.832
567,129.03825
572,136.584
577,151.445
578,247.208
585,380.722
588,206.225
589,147.174
590,100.902
592,17.058
594,295.669
596,17.691
598,394.419
599,123.433
605,35.149
606,130.321
607,277.183
608,189.3288
609,51.071
610,289.473
611,219.788
614,190.522
615,196.293
616,245.398
617,151.495
618,248.746
624,126.899
629,150.306
631,88.001
633,89.3605
637,27.359
638,102.524
643,72.326
644,134.3985
645,44.356
646,211.5736666666667
648,161.774
650,38.977
651,229.962
652,275.176
656,136.747
657,15.335
659,102.175
660,241.911
662,99.62575
665,346.948
675,328.137
681,135.924
682,237.117
685,16.6839
686,150.436
689,25.578
696,146.631
703,147.72
704,101.15382142857143
705,190.95525
714,242.24758333333335
717,106.565
718,13.823
720,63.12535
721,226.105
723,217.454
726,223.948
728,155.741
730,236.134
731,27.169
734,343.922
737,93.824
738,15.355
745,252.343
746,27.209
749,236.071
752,25.431
753,191.495
758,225.406
765,18.317
766,229.204
768,92.442
769,180.453
774,178.897
775,89.989
781,67.029
784,336.928
794,15.478
795,285.522
796,83.572
802,220.359
803,230.513
805,44.43
806,285.789
807,98.54975
809,15.825
810,207.997
812,230.547
814,126.723
818,252.182
819,147.148
825,57.38
836,129.327
839,163.812
847,272.455
848,228.062
851,150.768
852,131.505
853,34.365
857,186.072
858,43.823
859,243.761
861,31.655
867,105.24
870,251.88
871,196.753
872,214.953
874,374.229
881,133.527
886,131.466
890,59.185
895,140.938
899,85.795
900,280.009
901,250.996
902,201.336
903,46.514
913,245.999
918,171.126
923,190.214630952381
924,48.089
926,26.29
927,20.33
930,217.788
934,27.692
937,143.243
939,209.103
941,91.679
942,396.836
946,287.873
950,101.608
953,89.06
959,79.136
961,23.554
962,77.734
964,74.259
969,208.646
971,117.092
976,47.358
978,248.192
980,254.215
981,200.834
990,379.083
993,16.903
996,16.8777
998,343.005
999,198.814
1006,103.2825
1008,18.108
1013,25.644
1015,105.32525000000001
1016,140.657
1022,319.401
1026,218.746
1028,238.536
1031,96.041
1034,50.434
1037,189.334
1040,63.406
1042,17.302
1046,15.369
1048,109.76875
1049,105.946
1050,57.283
1051,184.237
1052,237.809
1055,229.821
1060,130.707
1064,25.449
1066,71.259
1071,106.478
1073,15.518
1089,159.995
1091,131.433
1092,60.8305
1093,242.926
1096,333.733
1097,232.4238333333333
1098,18.00163333333333
1099,43.84
1102,205.092
1107,103.52
1109,46.361
1111,194.189
1112,110.973
1114,298.709
1116,287.081
1117,146.06
1118,103.156
1122,181.464
1124,142.085
1127,127.09325
1133,254.354
1134,45.727
1135,220.779
1139,307.778
1143,66.953
1150,128.369
1151,91.738
1153,284.153
1155,27.144
1162,23.081
1163,184.156
1166,21.683
1171,81.861
1172,16.61863333333333
1173,225.1583333333333
1174,91.368
1177,108.779
1178,220.005
1184,225.574
1185,100.60532142857143
1186,127.144
1187,169.799
1188,280.403
1191,141.397
1207,101.259
1213,43.809
1215,137.921
1223,256.515
1227,100.772
1236,67.713
1237,58.335
1238,20.874
1241,24.957
1248,13.358
1250,44.828
1251,134.465
1253,120.612
1255,107.977
1257,256.515
1261,126.331
1262,366.451
1265,184.753
1273,153.445
1277,282.409
1278,140.214
1280,127.473
1284,236.286
1285,337.941
1288,35.149
1295,95.97975
1297,394.735
1299,232.833
1304,148.598
1308,45.792
1310,102.045
1311,147.269
1314,99.376
1315,99.78475
1318,44.356
1320,338.274
1321,291.148
1322,244.752
1330,117.077
1333,142.271
1334,228.781
1341,168.644
1344,180.686
1351,246.68
1354,99.657
1356,65.431
1363,98.39328571428571
1365,207.95
1369,144.011
1373,129.06525
1375,99.3382857142857
1377,85.937
1379,209.973
1380,291.402
1381,97.871
1384,179.795
1390,203.981
1393,238.137
1395,64.576
1399,341.944
1400,99.048
1401,183.855
1404,123.21
1408,15.241
1409,30.335
1413,216.42
1416,277.255
1418,99.73982142857143
1423,104.895
1424,27.072
1425,15.836766666666666
1433,181.118
1434,174.73
1436,325.439
1442,259.892
1444,85.755
1445,149.078
1452,161.617
1455,139.915
1462,67.516
1467,87.64425
1472,41.913
1475,236.437
1493,121.27
1501,199.102
1503,307.195
1504,232.322
1505,16.580766666666666
1511,175.185
1512,61.021
1513,119.041
1514,39.824
1528,193.161
1533,249.26
1534,25.444
1536,147.495
1537,56.8536
1539,264.706
1550,230.607
1552,210.52093333333335
1554,193.98
1555,383.642
1556,95.419
1559,38.405
1563,212.967
1566,188.667
1567,220.408
1568,23.142
1571,230.0462333333333
1572,15.066
1574,57.283
1577,17.691
1583,125.219
1585,33.371
1586,197.48
1587,222.322
1596,140.509
1602,46.514
1604,89.3605
1605,43.456
1610,300.231
1611,97.431
1616,35.149
1617,97.52225
1618,16.986
1622,35.56
1623,33.679
1628,307.749
1631,14.6664
1632,139.815
1633,238.754
1634,334.808
1636,254.163
1637,101.1230357142857
1643,165.022
1644,103.0315
1646,103.183
1648,185.1860833333333
1651,44.124
1656,18.421799999999994
1658,126.641
1659,17.8034
1665,228.514
1666,150.594
1670,46.553
1674,189.3288
1679,246.022
1680,252.724
1683,323.863
1686,24.278
1691,98.739
1693,40.908
1696,41.206
1697,98.425
1703,102.574
1706,27.138
1709,213.195
1710,85.773
1712,184.718
1713,136.597
1718,395.783
1719,193.685
1722,277.244
1723,118.785
1724,289.055
1728,89.071
1730,27.639
1732,26.574
1737,45.556
1745,87.56
1747,16.888
1748,16.527
1755,128.831
1759,13.789
1761,287.081
1764,235.422
1765,134.553
1766,88.17
1768,99.256
1770,23.743
1771,141.54166666666669
1774,92.99
1785,159.855
1788,217.814
1792,13.642
1794,224.004
1797,144.992
1798,13.166
1799,241.423
1802,99.45253571428572
1806,44.381
1808,77.394
1810,203.487
1818,192.369
1819,398.171
1820,278.91
1822,240.365
1826,246.514
1827,188.2
1835,18.709
1841,93.038
1842,135.634
1843,15.227
1846,38.171
1849,82.853
1850,170.514
1851,223.518
1857,64.133
1858,199.06523095238092
1860,97.263
1861,237.153
1864,125.508
1869,332.818
1871,67.762
1872,40.048
1875,16.629200000000004
1878,223.518
1879,262.159
1885,80.654
1888,81.793
1889,25.579
1890,100.18
1896,182.283
1897,179.212
1898,161.521
1900,87.72
1905,46.553
1908,106.993
1909,100.47532142857143
1913,59.303
1918,125.6
1922,329.242
1923,138.825
1925,286.103
1926,152.535
1927,301.675
1930,194.112
1935,99.376
1939,110.746
1942,92.144
1943,199.025
1948,249.26
1949,280.411
1951,108.81246428571428
1953,91.224
1959,169.105
1963,13.46
1967,136.479
1973,280.402
1975,27.47
1976,92.312
1990,95.103
1993,120.10525
1997,220.001
1999,141.915
2001,296.0
2004,94.471
2010,104.46357142857144
2013,142.526
2017,316.663
2021,134.84
2023,215.167
2026,145.562
2037,39.805
2039,233.655
2041,16.623
2046,19.258
2050,15.567
2060,230.438
2067,109.762
2069,138.959
2072,255.436
2074,179.506
2079,114.362
2083,27.161
2085,237.222
2087,18.915
2093,141.427
2094,37.493
2097,46.553
2103,96.536
2104,63.39
2107,206.322
2108,22.436
2110,79.21
2115,252.343
2117,32.983
2125,328.758
2127,224.695
2133,13.9744
2134,385.405
2135,132.244
2141,232.307
2143,44.112
2145,88.208
2146,29.557
2147,295.923
2148,67.578
2149,55.281
2165,125.6845
2166,187.834
2177,223.948
